"x"
"683"	"ENSMUSG00000027550.8"
"684"	"ENSMUSG00000027556.9"
"685"	"ENSMUSG00000027559.4"
"686"	"ENSMUSG00000027560.4"
"687"	"ENSMUSG00000027570.9"
"688"	"ENSMUSG00000027574.9"
"689"	"ENSMUSG00000027597.9"
"690"	"ENSMUSG00000027684.10"
"691"	"ENSMUSG00000027737.5"
"692"	"ENSMUSG00000027750.10"
"693"	"ENSMUSG00000027797.9"
"694"	"ENSMUSG00000027800.8"
"695"	"ENSMUSG00000027840.4"
"696"	"ENSMUSG00000027848.10"
"697"	"ENSMUSG00000027857.4"
"698"	"ENSMUSG00000027861.7"
